"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","id_sencillo","caja_grosor_mm","caja_interior_largo","caja_interior_ancho","caja_interior_alto","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","pallet_alto","pallet_ancho","pallet_largo","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","volumen_interior_caja_mm3","volumen_exterior_caja_mm3","volumen_pallet_mm3","perimetro_caja_m","headspace_max_pct","ect_n_m","carga_max_kg","volumen_producto_canal_servicios_comida","volumen_producto_canal_minorista","volumen_producto_canal_cadenas_corporativas","volumen_producto_canal_otros","volumen_producto_total","volumen_producto_planta_buenos_aires","volumen_producto_planta_curitiba","volumen_producto_planta_santiago","volumen_producto_planta_monterrey","volumen_producto_planta_bakersfield","cantidad_pallets_planta_buenos_aires","cantidad_pallets_planta_curitiba","cantidad_pallets_planta_santiago","cantidad_pallets_planta_monterrey","cantidad_pallets_planta_bakersfield","cantidad_pallets_total","costo_total_planta_buenos_aires","costo_total_planta_curitiba","costo_total_planta_santiago","costo_total_planta_monterrey","costo_total_planta_bakersfield","costo_pallets_planta_buenos_aires","costo_pallets_planta_curitiba","costo_pallets_planta_santiago","costo_pallets_planta_monterrey","costo_pallets_planta_bakersfield","costo_pallets_total","costo_total","capas_apiladas","peso_capas_superiores_kg","cumple_resistencia","utilizacion_cajas"
"BR0147","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref VXL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"5229dfb764d843b66341f7ca5cdec3dd",63,4.1,388,288,214,396.2,296.2,222.2,1800,800,1200,8,2,4,64,0.965783576592592,23913216,26076156.568,1728000000,1.3848,0.08,1200,169.394495412844,848709,0,5662,521,854892,0,546731,308161,0,0,0,8543,4816,0,0,13359,0,248762.605,160243.72,0,0,0,1281450,722400,0,0,2003850,409006.325,8,87.5,TRUE,0.03574977117256
"BR0148","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref TYH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"161332db17a4c8bcba8a5651098cbe91",11,4.1,388,288,189,396.2,296.2,197.2,1800,800,1200,9,2,4,72,0.964262315333333,21119616,23142295.568,1728000000,1.3848,0.08,1200,169.394495412844,270283,0,53794,711,324788,0,192086,132702,0,0,0,2668,1844,0,0,4512,0,99884.72,69005.04,0,0,0,400200,276600,0,0,676800,168889.76,9,100,TRUE,0.015378499306048
"BR0149","5 bolsas de 2,5 kg | Bastones rectos de brocoli 13x13 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"fe7802fb3f92b710413a4de88233a3f7",203,4.1,388,288,174,396.2,296.2,182.2,1800,800,1200,9,2,4,72,0.890915790333333,19443456,21381978.968,1728000000,1.3848,0.08,1200,169.394495412844,36155,0,0,0,36155,0,0,36155,0,0,0,0,503,0,0,503,0,0,21150.675,0,0,0,0,75450,0,0,75450,21150.675,9,100,TRUE,0.00185949452607602
"BR0150","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref XV0","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 kg",5,2.5,"631adf6ff70b5781bcd77a8f20a140e0",81,4.1,386,286,192,394.2,294.2,200.2,1800,800,1200,8,2,4,64,0.859923064,21196032,23217922.728,1728000000,1.3768,0.08,1200,168.415902140673,119670,0,14610,0,134280,0,104569,29711,0,0,0,1634,465,0,0,2099,0,54375.88,19312.15,0,0,0,245100,69750,0,0,314850,73688.03,8,87.5,TRUE,0.00633514801260915
"BR0151","Brocoli zigzag 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref QIL","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"414d4cf5c1bc8a346f7e4445ede7acbd",49,4.1,386,286,229,394.2,294.2,237.2,1800,800,1200,7,2,4,56,0.891493666,25280684,27508947.408,1728000000,1.3768,0.08,1200,168.415902140673,9270,0,86155,0,95425,0,0,95425,0,0,0,0,1705,0,0,1705,0,0,43418.375,0,0,0,0,255750,0,0,255750,43418.375,7,75,TRUE,0.00377462097148954
"BR0152","Bastones rectos de brocoli 9x9 mm - sazonado - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"27cfee279bf2517d910cfab7c0b51213",30,4.1,386,286,204,394.2,294.2,212.2,1800,800,1200,8,2,4,64,0.911466904,22520784,24609606.408,1728000000,1.3768,0.08,1200,168.415902140673,118353,0,0,0,118353,0,0,118353,0,0,0,0,1850,0,0,1850,0,0,61543.56,0,0,0,0,277500,0,0,277500,61543.56,8,87.5,TRUE,0.00525527885707709
"BR0153","Brocoli zigzag 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref V9S","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"a81b2225c037d3a9acb4e700a03958ae",129,4.1,386,286,232,394.2,294.2,240.2,1800,800,1200,7,2,4,56,0.902768881,25611872,27856868.328,1728000000,1.3768,0.08,1200,168.415902140673,157859,0,15345,0,173204,0,0,173204,0,0,0,0,3093,0,0,3093,0,0,90066.08,0,0,0,0,463950,0,0,463950,90066.08,7,75,TRUE,0.00676264507334723
"BR0154","Bastones rectos de brocoli 6x6 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X2,5 KG",5,2.5,"5229dfb764d843b66341f7ca5cdec3dd",63,4.1,388,288,214,396.2,296.2,222.2,1800,800,1200,8,2,4,64,0.965783576592592,23913216,26076156.568,1728000000,1.3848,0.08,1200,169.394495412844,172895,0,9735,0,182630,0,106658,75972,0,0,0,1667,1188,0,0,2855,0,48529.39,39505.44,0,0,0,250050,178200,0,0,428250,88034.83,8,87.5,TRUE,0.00763719944653199
"BR0155","Corte rustico de brocoli - clasico - Caja de 5 packs de 2,5 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2.5 KG",2.5,2.5,"27cfee279bf2517d910cfab7c0b51213",30,4.1,386,286,204,394.2,294.2,212.2,1800,800,1200,8,2,4,64,0.911466904,22520784,24609606.408,1728000000,1.3768,0.08,1200,168.415902140673,17826,0,36184,0,54010,0,54010,0,0,0,0,844,0,0,0,844,0,31595.85,0,0,0,0,126600,0,0,0,126600,31595.85,8,87.5,TRUE,0.00239822912026508
"BR0156","5 bolsas de 2,5 kg | Bastones rectos de brocoli 11x11 mm con cabo | Ref MBF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fe7802fb3f92b710413a4de88233a3f7",203,4.1,388,288,174,396.2,296.2,182.2,1800,800,1200,9,2,4,72,0.890915790333333,19443456,21381978.968,1728000000,1.3848,0.08,1200,169.394495412844,7162,0,8786,0,15948,0,0,15948,0,0,0,0,222,0,0,222,0,0,9329.58,0,0,0,0,33300,0,0,33300,9329.58,9,100,TRUE,0.000820224552672118
"BR0157","Espirales de brocoli - sazonado - Caja de 5 packs de 2,5 kg | Ref KQC","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X2,5 KG",5,2.5,"ce9d9f5685ddf0df230b3137826b5cde",167,4.1,386,286,256,394.2,294.2,264.2,1800,800,1200,6,2,4,48,0.851117658,28261376,30640235.688,1728000000,1.3768,0.08,1200,168.415902140673,145653,0,311710,0,457363,0,0,457363,0,0,0,0,9529,0,0,9529,0,0,208100.165,0,0,0,0,1429350,0,0,1429350,208100.165,6,62.5,TRUE,0.0161833238409906
"BR0158","Cubos de brocoli - sazonado - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"4f08f853cf7f9be28571df66a50bc322",60,4.1,388,288,164,396.2,296.2,172.2,1800,800,1200,10,2,4,80,0.935575674444444,18326016,20208434.568,1728000000,1.3848,0.08,1200,169.394495412844,14567,0,3885,0,18452,0,18452,0,0,0,0,231,0,0,0,231,0,10794.42,0,0,0,0,34650,0,0,0,34650,10794.42,10,112.5,TRUE,0.00100687459838516
"BR0159","BonsaiGreen Gajos de brocoli sazonado 5 x 2,5 kg | Ref PO5","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5x2,5 kg",5,2.5,"116dda17a7b7fb82c62f462ef4a94218",6,4.1,386,286,164,394.2,294.2,172.2,1800,800,1200,10,2,4,80,0.92456763,18104944,19970660.808,1728000000,1.3768,0.08,1200,168.415902140673,210670,0,116562,0,327232,0,327232,0,0,0,0,4091,0,0,0,4091,0,148890.56,0,0,0,0,613650,0,0,0,613650,148890.56,10,112.5,TRUE,0.0180741790750637
"BR0160","Gajos de brocoli - sazonado - Caja de 5 packs de 2,5 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"116dda17a7b7fb82c62f462ef4a94218",6,4.1,386,286,164,394.2,294.2,172.2,1800,800,1200,10,2,4,80,0.92456763,18104944,19970660.808,1728000000,1.3768,0.08,1200,168.415902140673,83389,0,76978,0,160367,0,160367,0,0,0,0,2005,0,0,0,2005,0,72966.985,0,0,0,0,300750,0,0,0,300750,72966.985,10,112.5,TRUE,0.00885763579274258
"BR0161","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref F6I","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"161332db17a4c8bcba8a5651098cbe91",11,4.1,388,288,189,396.2,296.2,197.2,1800,800,1200,9,2,4,72,0.964262315333333,21119616,23142295.568,1728000000,1.3848,0.08,1200,169.394495412844,20307,0,3310,0,23617,3688,8397,5495,2768,3269,52,117,77,39,46,331,2636.92,4366.44,2857.4,1979.12,2337.335,7800,17550,11550,5850,6900,49650,14177.215,9,100,TRUE,0.00111824949847573
"BR0162","11 bolsas de 1 kg | Tortitas de brocoli | Ref 1Y4","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"4e4ab9c5dd0e741b2d59dd243d6a270a",59,4.6,383,285,226,392.2,294.2,235.2,1800,800,1200,7,2,4,56,0.879491940444444,24669030,27138608.448,1728000000,1.3728,0.1,1450,202.911314984709,25936,0,85023,0,110959,110959,0,0,0,0,1982,0,0,0,0,1982,62137.04,0,0,0,0,297300,0,0,0,0,297300,62137.04,7,66,TRUE,0.00449790688973178
"BR0163","Dippers de brocoli - clasico - Caja de 5 packs de 2,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ad99ed562d5d808977b10fa512bfde8b",138,4.1,386,286,214,394.2,294.2,222.2,1800,800,1200,8,2,4,64,0.954420104,23624744,25769342.808,1728000000,1.3768,0.08,1200,168.415902140673,54508,0,1126,0,55634,0,55634,0,0,0,0,870,0,0,0,870,0,32545.89,0,0,0,0,130500,0,0,0,130500,32545.89,8,87.5,TRUE,0.00235490382456631
"BR0164","Cubos de brocoli - clasico - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"eb8c91d6266d086a541d9c7411a9d92f",191,4.1,388,288,149,396.2,296.2,157.2,1800,800,1200,11,2,4,88,0.939487489111111,16649856,18448117.968,1728000000,1.3848,0.08,1200,169.394495412844,8674,0,173,0,8847,0,8847,0,0,0,0,101,0,0,0,101,0,6325.605,0,0,0,0,15150,0,0,0,15150,6325.605,11,125,TRUE,0.000531355946862243
"BR0165","Mini tortitas de brocoli - clasico - Caja de 5 packs de 2,5 kg","Mini tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"6d3b65a1af8cc152d64aed67c4b13230",89,4.6,383,285,191,392.2,294.2,200.2,1800,800,1200,8,2,4,64,0.855560186962963,20848605,23100125.048,1728000000,1.3728,0.1,1450,202.911314984709,202,0,12284,0,12486,12486,0,0,0,0,196,0,0,0,0,196,9614.22,0,0,0,0,29400,0,0,0,0,29400,9614.22,8,87.5,TRUE,0.000598888990414467
"BR0166","Bocados de brocoli con mozzarella - clasico - Caja de 5 packs de 1 kg | Ref JW3","Bocados de brocoli con mozzarella","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"3068e6f2a2ce79314e458b7a6ab57b4d",32,4.1,388,288,144,396.2,296.2,152.2,1800,800,1200,11,2,4,88,0.909605571518518,16091136,17861345.768,1728000000,1.3848,0.08,1200,169.394495412844,20501,0,9443,0,29944,4676,10646,6968,3509,4145,54,121,80,40,48,343,3343.34,7611.89,4982.12,2508.935,2155.4,8100,18150,12000,6000,7200,51450,20601.685,11,50,TRUE,0.00186090031182385
"BR0167","Bocados de brocoli con queso cheddar - picante - Caja de 5 packs de 1 kg","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"4c00c9ca639e09b29ebaf3d4ce15c111",56,2.7,395,296,148,400,301.4,153.4,1800,800,1200,11,2,3,66,0.706364388888889,17304160,18493904,1728000000,1.4028,0.06,730,104.387767584098,3705,0,0,0,3705,579,1317,862,434,513,9,20,14,7,8,58,382.14,869.22,568.92,286.44,338.58,1350,3000,2100,1050,1200,8700,2445.3,11,50,TRUE,0.000214110364212998
"BR0168","Aros de brocoli - crocante - Caja de 5 packs de 1 kg","Aros de brocoli","Co-produccion","Snacks y aperitivos - Aros y Vegetales","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"7a36a62f118b7544b9313b676a30ea35",100,4.1,388,288,199,396.2,296.2,207.2,1800,800,1200,8,2,4,64,0.900586665481481,22237056,24315839.968,1728000000,1.3848,0.08,1200,169.394495412844,43270,0,2963,3548,49781,7774,17699,11584,5834,6890,122,277,181,92,108,780,5558.41,12654.785,8282.56,4171.31,4926.35,18300,41550,27150,13800,16200,117000,35593.415,8,35,TRUE,0.00223865065591416
"BR0169","Rosti de brocoli - clasico - Caja de 11 packs de 1 kg | Ref OB2","Rosti de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"be032c6684b548fff0bd0e094da34f35",152,4.6,383,285,211,392.2,294.2,220.2,1800,800,1200,8,2,4,64,0.941030735111111,23031705,25407829.848,1728000000,1.3728,0.1,1450,202.911314984709,20013,0,910,0,20923,20923,0,0,0,0,327,0,0,0,0,327,14646.1,0,0,0,0,49050,0,0,0,0,49050,14646.1,8,77,TRUE,0.000908443382719603
"BR0170","5 bolsas de 1 kg | Bocados de brocoli con queso cheddar picante","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"3068e6f2a2ce79314e458b7a6ab57b4d",32,4.1,388,288,144,396.2,296.2,152.2,1800,800,1200,11,2,4,88,0.909605571518518,16091136,17861345.768,1728000000,1.3848,0.08,1200,169.394495412844,4129,0,3241,0,7370,1151,2620,1715,864,1020,14,30,20,10,12,86,822.965,1873.3,1226.225,617.76,530.4,2100,4500,3000,1500,1800,12900,5070.65,11,50,TRUE,0.000458016140066183
"BR0171","BonsaiGreen Gajos de brocoli sazonado 11 x 1 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",11,"11x1,0 kg",11,1,"519a80871f454928779db9ed3e039e2b",62,4.8,380,282,167,389.6,291.6,176.6,1800,800,1200,10,2,4,80,0.92884536,17895720,20063059.776,1728000000,1.3624,0.1,1550,215.261977573904,1310,0,53620,0,54930,0,54930,0,0,0,0,687,0,0,0,687,0,34605.9,0,0,0,0,103050,0,0,0,103050,34605.9,10,99,TRUE,0.00306944900791921
"BR0172","BonsaiGreen Dippers de brocoli 5 x 1,75 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",8.75,"5 X 1,8kg",5,1.8,"414d4cf5c1bc8a346f7e4445ede7acbd",49,4.1,386,286,229,394.2,294.2,237.2,1800,800,1200,7,2,4,56,0.891493666,25280684,27508947.408,1728000000,1.3768,0.08,1200,168.415902140673,39018,0,0,0,39018,0,24528,14490,0,0,0,438,259,0,0,697,0,14348.88,6592.95,0,0,0,65700,38850,0,0,104550,20941.83,7,52.5,TRUE,0.00154339178481089
"BR0173","5 bolsas de 1,75 kg | Bastones rectos de brocoli 9x9 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",8.75,"5 X 1,75 KG",5,1.75,"bdefb2124af27fa9ca0fa5d293a18aa4",150,4.1,386,286,209,394.2,294.2,217.2,1800,800,1200,8,2,4,64,0.932943504,23072764,25189474.608,1728000000,1.3768,0.08,1200,168.415902140673,329481,0,0,0,329481,0,216546,112935,0,0,0,3384,1765,0,0,5149,0,112603.92,58726.2,0,0,0,507600,264750,0,0,772350,171330.12,8,61.25,TRUE,0.0142800836518763
"BR0174","Gajos de brocoli - sazonado - Caja de 5 packs de 1,75 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",8.75,"5 X 1.8 KG",1.75,1.75,"116dda17a7b7fb82c62f462ef4a94218",6,4.1,386,286,164,394.2,294.2,172.2,1800,800,1200,10,2,4,80,0.92456763,18104944,19970660.808,1728000000,1.3768,0.08,1200,168.415902140673,49557,0,0,0,49557,0,49557,0,0,0,0,620,0,0,0,620,0,22548.435,0,0,0,0,93000,0,0,0,93000,22548.435,10,78.75,TRUE,0.00273720813497131
"BR0175","Brocoli en rejilla - sazonado - Caja de 5 packs de 1,75 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",8.75,"5 X 1,75 KG",5,1.75,"2060590a59a5c59ff1bb32dbffe1028b",23,4.1,386,286,288,394.2,294.2,296.2,1800,800,1200,6,2,4,48,0.954205338,31794048,34351392.168,1728000000,1.3768,0.08,1200,168.415902140673,18028,0,0,0,18028,0,18028,0,0,0,0,376,0,0,0,376,0,8202.74,0,0,0,0,56400,0,0,0,56400,8202.74,6,43.75,TRUE,0.00056702436883784
"BR0176","5 bolsas de 1 kg | Bocados de brocoli con queso cheddar picante","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5x1,0 kg",5,1,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,1,0,18641,0,18642,2911,6628,4338,2185,2580,37,83,55,28,33,236,1921.26,3579.12,2602.8,1442.1,1702.8,5550,12450,8250,4200,4950,35400,11248.08,10,45,TRUE,0.00110726224331972
"BR0177","BonsaiVegetales Bocados de brocoli con mozzarella 5 x 1 kg","Bocados de brocoli con mozzarella","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,2754,0,0,0,2754,430,979,641,323,381,6,13,9,5,5,38,283.8,528.66,384.6,213.18,251.46,900,1950,1350,750,750,5700,1661.7,10,45,TRUE,0.000163576881134133
"BR0178","5 bolsas de 1 kg | Bocados de brocoli con queso cheddar picante","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"4b244c7cfb71e51bf24fcc396d19c509",55,2.7,393,250,168,398.4,255.4,173.4,1800,800,1200,10,2,4,80,0.816837306666667,16506000,17643685.824,1728000000,1.3076,0.06,730,97.3035677879714,69953,0,5263,0,75216,11746,26742,17502,8815,10411,147,335,219,111,131,943,7047.6,14440.68,9451.08,5289,6246.6,22050,50250,32850,16650,19650,141450,42474.96,10,45,TRUE,0.00455688840421665
"BR0179","BonsaiVegetales Bocados de brocoli con queso suizo 5 x 1 kg","Bocados de brocoli con queso suizo","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1aef9680c5b131e489d3ac61e5ace43f",15,4.8,384,286,148,393.6,295.6,157.6,1800,800,1200,11,2,4,88,0.933801713777778,16253952,18336470.016,1728000000,1.3784,0.1,1550,217.79001019368,10579,0,15920,0,26499,4138,9421,6166,3106,3668,48,108,71,36,42,305,3186.26,7254.17,4747.82,2391.62,2824.36,7200,16200,10650,5400,6300,45750,20404.23,11,50,TRUE,0.0016303112006237
"BR0180","BonsaiVegetales Bocados de brocoli con queso crema picante 5 x 1 kg","Bocados de brocoli con queso crema","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,34641,0,0,0,34641,5409,12316,8061,4060,4795,68,154,101,51,60,434,3569.94,6650.64,4836.6,2679.6,3164.7,10200,23100,15150,7650,9000,65100,20901.48,10,45,TRUE,0.0020575405734813
"BR0181","Bocados de brocoli con queso cheddar - picante - Caja de 5 packs de 1 kg","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5X 1,0 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,32220,0,190,0,32410,5061,11523,7542,3798,4486,64,145,95,48,57,409,3340.26,6222.42,4525.2,2506.68,2960.76,9600,21750,14250,7200,8550,61350,19555.32,10,45,TRUE,0.0019250278567746
"BR0182","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref F6I","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"a1c08078a73de9700accb1bfa9d293be",120,2.7,395,292,245,400,297.4,250.4,1800,800,1200,7,2,4,56,0.96533837037037,28258300,29787584,1728000000,1.3948,0.06,730,103.79245667686,333606,0,1,5154,338761,52901,120441,78828,39703,46888,945,2151,1408,709,838,6051,28566.54,57811.68,42567.12,23821.8,28132.8,141750,322650,211200,106350,125700,907650,180899.94,7,75,TRUE,0.0119880176797613
"BR0183","BonsaiGreen Bastones rectos de brocoli 9x18 mm 5 x 2,5 kg | Ref IGH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"fc6931875b8384c7bacd18bb4699795f",201,2.7,393,255,219,398.4,260.4,224.4,1800,800,1200,8,2,4,64,0.862222592,21947085,23280009.984,1728000000,1.3176,0.06,730,98.0477064220183,38855,0,0,0,38855,0,0,38855,0,0,0,0,608,0,0,608,0,0,20981.7,0,0,0,0,91200,0,0,91200,20981.7,8,87.5,TRUE,0.00177039456492742
"BR0184","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref PH8","Bastones rectos de brocoli","Estacional","Bastones clasicos - Cielo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"8850d576186653964c356b848cd2153a",104,4.1,386,286,194,394.2,294.2,202.2,1800,800,1200,8,2,4,64,0.868513704,21416824,23449870.008,1728000000,1.3768,0.08,1200,168.415902140673,5895,0,0,0,5895,0,3230,2665,0,0,0,51,42,0,0,93,0,2309.45,1905.475,0,0,0,7650,6300,0,0,13950,4214.925,8,87.5,TRUE,0.000275250896211315
"BR0185","BonsaiGreen Brocoli zigzag 5 x 2,5 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"78476d2a5588a720c7742ab9b866c42e",98,2.7,393,255,286,398.4,260.4,291.4,1800,800,1200,6,2,4,48,0.839744864,28661490,30230815.104,1728000000,1.3176,0.06,730,98.0477064220183,47249,0,0,0,47249,0,0,47249,0,0,0,0,985,0,0,985,0,0,19844.58,0,0,0,0,147750,0,0,147750,19844.58,6,62.5,TRUE,0.00164851862202558
"BR0186","5 bolsas de 2,5 kg | Mix crujiente de brocoli","Mix crujiente de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"27cfee279bf2517d910cfab7c0b51213",30,4.1,386,286,204,394.2,294.2,212.2,1800,800,1200,8,2,4,64,0.911466904,22520784,24609606.408,1728000000,1.3768,0.08,1200,168.415902140673,79869,0,2,0,79871,0,2196,77675,0,0,0,35,1214,0,0,1249,0,1284.66,40391,0,0,0,5250,182100,0,0,187350,41675.66,8,87.5,TRUE,0.00354654615931666
"BR0187","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref 2QK","Bastones rectos de brocoli","Estacional","Bastones clasicos - Cielo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"e743e947473252606cfa14519dbf593b",186,2.7,393,255,291,398.4,260.4,296.4,1800,800,1200,6,2,4,48,0.854153664,29162565,30749531.904,1728000000,1.3176,0.06,730,98.0477064220183,614,0,0,0,614,614,0,0,0,0,13,0,0,0,0,13,405.24,0,0,0,0,1950,0,0,0,0,1950,405.24,6,62.5,TRUE,2.1054389420135e-05
"BR0188","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref F6I","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"d31c61f54dfba12e6064bda2c75bc9f2",172,2.7,395,292,194,400,297.4,199.4,1800,800,1200,9,2,4,72,0.988359333333333,22375960,23720624,1728000000,1.3948,0.06,730,103.79245667686,169127,3,1583,0,170713,26659,60694,39724,20008,23628,371,843,552,278,329,2373,15995.4,32774.76,23834.4,12004.8,14176.8,55650,126450,82800,41700,49350,355950,98786.16,9,100,TRUE,0.00762930394941714
"BR0189","Corte rustico de brocoli - clasico - Caja de 5 packs de 2,5 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"37070e9f43f02e356af14131f16a3112",40,2.7,393,255,245,398.4,260.4,250.4,1800,800,1200,7,2,4,56,0.841858154666667,24552675,25977337.344,1728000000,1.3176,0.06,730,98.0477064220183,528201,0,32401,0,560602,0,560602,0,0,0,0,10011,0,0,0,10011,0,235452.84,0,0,0,0,1501650,0,0,0,1501650,235452.84,7,75,TRUE,0.0228326241438051
