"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","id_sencillo","caja_grosor_mm","caja_interior_largo","caja_interior_ancho","caja_interior_alto","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","pallet_alto","pallet_ancho","pallet_largo","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","volumen_interior_caja_mm3","volumen_exterior_caja_mm3","volumen_pallet_mm3","perimetro_caja_m","headspace_max_pct","ect_n_m","carga_max_kg","volumen_tipo_planta_buenos_aires","volumen_tipo_planta_curitiba","volumen_tipo_planta_santiago","volumen_tipo_planta_monterrey","volumen_tipo_planta_bakersfield","costo_unitario_base","costo_total_base","costo_unitario_planta_buenos_aires","costo_unitario_planta_curitiba","costo_unitario_planta_santiago","costo_unitario_planta_monterrey","costo_unitario_planta_bakersfield","descuento_planta_buenos_aires","descuento_planta_curitiba","descuento_planta_santiago","descuento_planta_monterrey","descuento_planta_bakersfield","costo_por_pallet"
"BR0154","Bastones rectos de brocoli 6x6 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X2,5 KG",5,2.5,"5229dfb764d843b66341f7ca5cdec3dd",63,4.1,388,288,214,396.2,296.2,222.2,1800,800,1200,8,2,4,64,0.965783576592592,23913216,26076156.568,1728000000,1.3848,0.08,1200,169.394495412844,0,1306778,768266,0,0,0.65,674389.3,0.715,0.455,0.52,0.715,0.715,10,-30,-20,10,10,150
"BR0155","Corte rustico de brocoli - clasico - Caja de 5 packs de 2,5 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2.5 KG",2.5,2.5,"27cfee279bf2517d910cfab7c0b51213",30,4.1,386,286,204,394.2,294.2,212.2,1800,800,1200,8,2,4,64,0.911466904,22520784,24609606.408,1728000000,1.3768,0.08,1200,168.415902140673,0,224824,796116,0,0,0.65,165902.75,0.715,0.585,0.52,0.715,0.715,10,-10,-20,10,10,150
"BR0156","5 bolsas de 2,5 kg | Bastones rectos de brocoli 11x11 mm con cabo | Ref MBF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fe7802fb3f92b710413a4de88233a3f7",203,4.1,388,288,174,396.2,296.2,182.2,1800,800,1200,9,2,4,72,0.890915790333333,19443456,21381978.968,1728000000,1.3848,0.08,1200,169.394495412844,0,0,104206,0,0,0.65,33866.95,0.715,0.715,0.585,0.715,0.715,10,10,-10,10,10,150
"BR0157","Espirales de brocoli - sazonado - Caja de 5 packs de 2,5 kg | Ref KQC","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X2,5 KG",5,2.5,"ce9d9f5685ddf0df230b3137826b5cde",167,4.1,386,286,256,394.2,294.2,264.2,1800,800,1200,6,2,4,48,0.851117658,28261376,30640235.688,1728000000,1.3768,0.08,1200,168.415902140673,0,0,2340884,0,0,0.65,380393.65,0.715,0.715,0.455,0.715,0.715,10,10,-30,10,10,150
"BR0158","Cubos de brocoli - sazonado - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"4f08f853cf7f9be28571df66a50bc322",60,4.1,388,288,164,396.2,296.2,172.2,1800,800,1200,10,2,4,80,0.935575674444444,18326016,20208434.568,1728000000,1.3848,0.08,1200,169.394495412844,0,319284,0,0,805360,0.65,182754.65,0.715,0.585,0.715,0.715,0.52,10,-10,10,10,-20,150
"BR0159","BonsaiGreen Gajos de brocoli sazonado 5 x 2,5 kg | Ref PO5","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5x2,5 kg",5,2.5,"116dda17a7b7fb82c62f462ef4a94218",6,4.1,386,286,164,394.2,294.2,172.2,1800,800,1200,10,2,4,80,0.92456763,18104944,19970660.808,1728000000,1.3768,0.08,1200,168.415902140673,0,5214468,32879,0,0,0.65,487253.65,0.715,0.455,0.715,0.715,0.715,10,-30,10,10,10,150
"BR0160","Gajos de brocoli - sazonado - Caja de 5 packs de 2,5 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"116dda17a7b7fb82c62f462ef4a94218",6,4.1,386,286,164,394.2,294.2,172.2,1800,800,1200,10,2,4,80,0.92456763,18104944,19970660.808,1728000000,1.3768,0.08,1200,168.415902140673,0,5214468,32879,0,0,0.65,487253.65,0.715,0.455,0.715,0.715,0.715,10,-30,10,10,10,150
"BR0161","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref F6I","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"161332db17a4c8bcba8a5651098cbe91",11,4.1,388,288,189,396.2,296.2,197.2,1800,800,1200,9,2,4,72,0.964262315333333,21119616,23142295.568,1728000000,1.3848,0.08,1200,169.394495412844,7376,400966,276394,5536,6538,0.65,226463.25,0.715,0.52,0.52,0.715,0.715,10,-20,20,10,10,150
"BR0162","11 bolsas de 1 kg | Tortitas de brocoli | Ref 1Y4","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"4e4ab9c5dd0e741b2d59dd243d6a270a",59,4.6,383,285,226,392.2,294.2,235.2,1800,800,1200,7,2,4,56,0.879491940444444,24669030,27138608.448,1728000000,1.3728,0.1,1450,202.911314984709,110959,0,0,0,0,0.7,77671.3,0.56,0.77,0.77,0.77,0.77,-20,10,10,10,10,150
"BR0163","Dippers de brocoli - clasico - Caja de 5 packs de 2,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ad99ed562d5d808977b10fa512bfde8b",138,4.1,386,286,214,394.2,294.2,222.2,1800,800,1200,8,2,4,64,0.954420104,23624744,25769342.808,1728000000,1.3768,0.08,1200,168.415902140673,0,304508,185908,0,1127500,0.65,262911.35,0.715,0.585,0.65,0.715,0.52,10,-10,0,10,-20,150
"BR0164","Cubos de brocoli - clasico - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"eb8c91d6266d086a541d9c7411a9d92f",191,4.1,388,288,149,396.2,296.2,157.2,1800,800,1200,11,2,4,88,0.939487489111111,16649856,18448117.968,1728000000,1.3848,0.08,1200,169.394495412844,0,8847,0,0,0,0.65,5750.55,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0165","Mini tortitas de brocoli - clasico - Caja de 5 packs de 2,5 kg","Mini tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"6d3b65a1af8cc152d64aed67c4b13230",89,4.6,383,285,191,392.2,294.2,200.2,1800,800,1200,8,2,4,64,0.855560186962963,20848605,23100125.048,1728000000,1.3728,0.1,1450,202.911314984709,12486,0,0,0,0,0.7,8740.2,0.77,0.77,0.77,0.77,0.77,10,10,10,10,10,150
"BR0166","Bocados de brocoli con mozzarella - clasico - Caja de 5 packs de 1 kg | Ref JW3","Bocados de brocoli con mozzarella","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"3068e6f2a2ce79314e458b7a6ab57b4d",32,4.1,388,288,144,396.2,296.2,152.2,1800,800,1200,11,2,4,88,0.909605571518518,16091136,17861345.768,1728000000,1.3848,0.08,1200,169.394495412844,17481,39798,26049,13119,354204,0.65,97641.05,0.715,0.715,0.715,0.715,0.52,10,10,10,10,-20,150
"BR0167","Bocados de brocoli con queso cheddar - picante - Caja de 5 packs de 1 kg","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"4c00c9ca639e09b29ebaf3d4ce15c111",56,2.7,395,296,148,400,301.4,153.4,1800,800,1200,11,2,3,66,0.706364388888889,17304160,18493904,1728000000,1.4028,0.06,730,104.387767584098,579,1317,862,434,513,0.6,2223,0.66,0.66,0.66,0.66,0.66,10,10,10,10,10,150
"BR0168","Aros de brocoli - crocante - Caja de 5 packs de 1 kg","Aros de brocoli","Co-produccion","Snacks y aperitivos - Aros y Vegetales","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"7a36a62f118b7544b9313b676a30ea35",100,4.1,388,288,199,396.2,296.2,207.2,1800,800,1200,8,2,4,64,0.900586665481481,22237056,24315839.968,1728000000,1.3848,0.08,1200,169.394495412844,7774,17699,11584,5834,6890,0.65,32357.65,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0169","Rosti de brocoli - clasico - Caja de 11 packs de 1 kg | Ref OB2","Rosti de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"be032c6684b548fff0bd0e094da34f35",152,4.6,383,285,211,392.2,294.2,220.2,1800,800,1200,8,2,4,64,0.941030735111111,23031705,25407829.848,1728000000,1.3728,0.1,1450,202.911314984709,20923,0,0,0,0,0.7,14646.1,0.7,0.77,0.77,0.77,0.77,0,10,10,10,10,150
"BR0170","5 bolsas de 1 kg | Bocados de brocoli con queso cheddar picante","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"3068e6f2a2ce79314e458b7a6ab57b4d",32,4.1,388,288,144,396.2,296.2,152.2,1800,800,1200,11,2,4,88,0.909605571518518,16091136,17861345.768,1728000000,1.3848,0.08,1200,169.394495412844,17481,39798,26049,13119,354204,0.65,97641.05,0.715,0.715,0.715,0.715,0.52,10,10,10,10,-20,150
"BR0171","BonsaiGreen Gajos de brocoli sazonado 11 x 1 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",11,"11x1,0 kg",11,1,"519a80871f454928779db9ed3e039e2b",62,4.8,380,282,167,389.6,291.6,176.6,1800,800,1200,10,2,4,80,0.92884536,17895720,20063059.776,1728000000,1.3624,0.1,1550,215.261977573904,0,54930,0,0,0,0.7,38451,0.77,0.63,0.77,0.77,0.77,10,-10,10,10,10,150
"BR0172","BonsaiGreen Dippers de brocoli 5 x 1,75 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",8.75,"5 X 1,8kg",5,1.8,"414d4cf5c1bc8a346f7e4445ede7acbd",49,4.1,386,286,229,394.2,294.2,237.2,1800,800,1200,7,2,4,56,0.891493666,25280684,27508947.408,1728000000,1.3768,0.08,1200,168.415902140673,2412,410136,5138148,1914,1944,0.65,601743.35,0.715,0.585,0.455,0.715,0.715,10,-10,-30,10,10,150
"BR0173","5 bolsas de 1,75 kg | Bastones rectos de brocoli 9x9 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",8.75,"5 X 1,75 KG",5,1.75,"bdefb2124af27fa9ca0fa5d293a18aa4",150,4.1,386,286,209,394.2,294.2,217.2,1800,800,1200,8,2,4,64,0.932943504,23072764,25189474.608,1728000000,1.3768,0.08,1200,168.415902140673,0,575528,225870,0,0,0.65,260454.35,0.715,0.52,0.52,0.715,0.715,10,-20,-20,10,10,150
"BR0174","Gajos de brocoli - sazonado - Caja de 5 packs de 1,75 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",8.75,"5 X 1.8 KG",1.75,1.75,"116dda17a7b7fb82c62f462ef4a94218",6,4.1,386,286,164,394.2,294.2,172.2,1800,800,1200,10,2,4,80,0.92456763,18104944,19970660.808,1728000000,1.3768,0.08,1200,168.415902140673,0,5214468,32879,0,0,0.65,487253.65,0.715,0.455,0.715,0.715,0.715,10,-30,10,10,10,150
"BR0175","Brocoli en rejilla - sazonado - Caja de 5 packs de 1,75 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",8.75,"5 X 1,75 KG",5,1.75,"2060590a59a5c59ff1bb32dbffe1028b",23,4.1,386,286,288,394.2,294.2,296.2,1800,800,1200,6,2,4,48,0.954205338,31794048,34351392.168,1728000000,1.3768,0.08,1200,168.415902140673,0,3030744,317886,0,1089426,0.65,480789.4,0.715,0.455,0.585,0.715,0.52,10,-30,-10,10,-20,150
"BR0176","5 bolsas de 1 kg | Bocados de brocoli con queso cheddar picante","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5x1,0 kg",5,1,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,115344,499968,171888,86574,102240,0.6,97601.4,0.66,0.54,0.6,0.66,0.66,10,-10,0,10,10,150
"BR0177","BonsaiVegetales Bocados de brocoli con mozzarella 5 x 1 kg","Bocados de brocoli con mozzarella","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,115344,499968,171888,86574,102240,0.6,97601.4,0.66,0.54,0.6,0.66,0.66,10,-10,0,10,10,150
"BR0178","5 bolsas de 1 kg | Bocados de brocoli con queso cheddar picante","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"4b244c7cfb71e51bf24fcc396d19c509",55,2.7,393,250,168,398.4,255.4,173.4,1800,800,1200,10,2,4,80,0.816837306666667,16506000,17643685.824,1728000000,1.3076,0.06,730,97.3035677879714,70836,161274,105552,53162,62786,0.6,136083,0.6,0.54,0.54,0.6,0.6,0,-10,-10,0,0,150
"BR0179","BonsaiVegetales Bocados de brocoli con queso suizo 5 x 1 kg","Bocados de brocoli con queso suizo","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1aef9680c5b131e489d3ac61e5ace43f",15,4.8,384,286,148,393.6,295.6,157.6,1800,800,1200,11,2,4,88,0.933801713777778,16253952,18336470.016,1728000000,1.3784,0.1,1550,217.79001019368,4138,9421,6166,3106,3668,0.7,18549.3,0.77,0.77,0.77,0.77,0.77,10,10,10,10,10,150
"BR0180","BonsaiVegetales Bocados de brocoli con queso crema picante 5 x 1 kg","Bocados de brocoli con queso crema","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,115344,499968,171888,86574,102240,0.6,97601.4,0.66,0.54,0.6,0.66,0.66,10,-10,0,10,10,150
"BR0181","Bocados de brocoli con queso cheddar - picante - Caja de 5 packs de 1 kg","Bocados de brocoli con queso cheddar","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5X 1,0 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,115344,499968,171888,86574,102240,0.6,97601.4,0.66,0.54,0.6,0.66,0.66,10,-10,0,10,10,150
"BR0182","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref F6I","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"a1c08078a73de9700accb1bfa9d293be",120,2.7,395,292,245,400,297.4,250.4,1800,800,1200,7,2,4,56,0.96533837037037,28258300,29787584,1728000000,1.3948,0.06,730,103.79245667686,52901,120441,78828,39703,46888,0.6,203256.6,0.54,0.48,0.54,0.6,0.6,-10,-20,-10,0,0,150
"BR0183","BonsaiGreen Bastones rectos de brocoli 9x18 mm 5 x 2,5 kg | Ref IGH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"fc6931875b8384c7bacd18bb4699795f",201,2.7,393,255,219,398.4,260.4,224.4,1800,800,1200,8,2,4,64,0.862222592,21947085,23280009.984,1728000000,1.3176,0.06,730,98.0477064220183,607155,11475,431850,0,0,0.6,126057.6,0.48,0.66,0.54,0.66,0.66,-20,10,-10,10,10,150
"BR0184","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref PH8","Bastones rectos de brocoli","Estacional","Bastones clasicos - Cielo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"8850d576186653964c356b848cd2153a",104,4.1,386,286,194,394.2,294.2,202.2,1800,800,1200,8,2,4,64,0.868513704,21416824,23449870.008,1728000000,1.3768,0.08,1200,168.415902140673,7456,23438,16442,5596,6610,0.65,19351.15,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0185","BonsaiGreen Brocoli zigzag 5 x 2,5 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"78476d2a5588a720c7742ab9b866c42e",98,2.7,393,255,286,398.4,260.4,291.4,1800,800,1200,6,2,4,48,0.839744864,28661490,30230815.104,1728000000,1.3176,0.06,730,98.0477064220183,0,0,1120132,0,342600,0.6,239973,0.66,0.66,0.42,0.66,0.48,10,10,-30,10,-20,150
"BR0186","5 bolsas de 2,5 kg | Mix crujiente de brocoli","Mix crujiente de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"27cfee279bf2517d910cfab7c0b51213",30,4.1,386,286,204,394.2,294.2,212.2,1800,800,1200,8,2,4,64,0.911466904,22520784,24609606.408,1728000000,1.3768,0.08,1200,168.415902140673,0,224824,796116,0,0,0.65,165902.75,0.715,0.585,0.52,0.715,0.715,10,-10,-20,10,10,150
"BR0187","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref 2QK","Bastones rectos de brocoli","Estacional","Bastones clasicos - Cielo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"e743e947473252606cfa14519dbf593b",186,2.7,393,255,291,398.4,260.4,296.4,1800,800,1200,6,2,4,48,0.854153664,29162565,30749531.904,1728000000,1.3176,0.06,730,98.0477064220183,55052,566424,1005084,39472,46616,0.6,256897.2,0.66,0.48,0.48,0.66,0.66,10,-20,-20,10,10,150
"BR0188","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref F6I","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"d31c61f54dfba12e6064bda2c75bc9f2",172,2.7,395,292,194,400,297.4,199.4,1800,800,1200,9,2,4,72,0.988359333333333,22375960,23720624,1728000000,1.3948,0.06,730,103.79245667686,26659,60694,39724,20008,23628,0.6,102427.8,0.6,0.54,0.6,0.6,0.6,0,-10,0,0,0,150
"BR0189","Corte rustico de brocoli - clasico - Caja de 5 packs de 2,5 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"37070e9f43f02e356af14131f16a3112",40,2.7,393,255,245,398.4,260.4,250.4,1800,800,1200,7,2,4,56,0.841858154666667,24552675,25977337.344,1728000000,1.3176,0.06,730,98.0477064220183,0,4621148,264560,0,0,0.6,400580.4,0.66,0.42,0.54,0.66,0.66,10,-30,-10,10,10,150
"BR0190","5 bolsas de 2,5 kg | Corte rustico de brocoli | Ref 97Y","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5kg",5,2.5,"37070e9f43f02e356af14131f16a3112",40,2.7,393,255,245,398.4,260.4,250.4,1800,800,1200,7,2,4,56,0.841858154666667,24552675,25977337.344,1728000000,1.3176,0.06,730,98.0477064220183,0,4621148,264560,0,0,0.6,400580.4,0.66,0.42,0.54,0.66,0.66,10,-30,-10,10,10,150
"BR0191","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref 11C","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fc6931875b8384c7bacd18bb4699795f",201,2.7,393,255,219,398.4,260.4,224.4,1800,800,1200,8,2,4,64,0.862222592,21947085,23280009.984,1728000000,1.3176,0.06,730,98.0477064220183,607155,11475,431850,0,0,0.6,126057.6,0.48,0.66,0.54,0.66,0.66,-20,10,-10,10,10,150
"BR0192","5 bolsas de 2,5 kg | Bastones rectos de brocoli | Ref GXS","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"1a3ffa8018de4637afcdd1e390e2602a",14,4.1,383,248,199,391.2,256.2,207.2,1800,800,1200,8,2,4,64,0.769137450666667,18901816,20766711.168,1728000000,1.2948,0.08,1200,158.385321100917,546324,0,0,526628,375136,0.65,235314.3,0.52,0.715,0.715,0.52,0.585,-20,10,10,-20,-10,150
"BR0193","Brocoli zigzag 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref V9S","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5X2,5 KG",5,2.5,"78476d2a5588a720c7742ab9b866c42e",98,2.7,393,255,286,398.4,260.4,291.4,1800,800,1200,6,2,4,48,0.839744864,28661490,30230815.104,1728000000,1.3176,0.06,730,98.0477064220183,0,0,1120132,0,342600,0.6,239973,0.66,0.66,0.42,0.66,0.48,10,10,-30,10,-20,150
"BR0194","5 bolsas de 1,75 kg | Bastones rectos de brocoli 6x6 mm","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Fino",8.75,"5 X 1,75 KG",5,1.75,"f1efec47e48187c72213058375afab2c",196,2.7,395,296,286,400,301.4,291.4,1800,800,1200,6,2,3,36,0.731899666666667,33439120,35131184,1728000000,1.4028,0.06,730,104.387767584098,15062,132568,22446,11304,13350,0.6,58419,0.66,0.54,0.66,0.66,0.66,10,-10,10,10,10,150
"BR0195","BonsaiGreen Bastones rectos de brocoli 9x9 mm con cabo 5 x 2,5 kg | Ref GPT","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 kg",5,2.5,"02cf77de65b70dd77905e2e33d78478f",1,2.7,395,296,291,400,301.4,296.4,1800,800,1200,6,2,3,36,0.744458,34023720,35733984,1728000000,1.4028,0.06,730,104.387767584098,0,324352,1773376,0,2564276,0.6,504089.4,0.66,0.54,0.48,0.66,0.42,10,-10,-20,10,-30,150
"BR0196","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref M96","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"3249c6671a2e400c91ae940376aa4946",33,4.1,388,288,268,396.2,296.2,276.2,1800,800,1200,6,2,4,48,0.900369342444444,29947392,32413296.328,1728000000,1.3848,0.08,1200,169.394495412844,0,0,0,0,31013,0.65,20158.45,0.715,0.715,0.715,0.715,0.65,10,10,10,10,0,150
"BR0197","Bastones rectos de brocoli 7x7 mm - clasico - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"614801e8bbdec32546c0d92055dfb596",79,4.1,388,288,194,396.2,296.2,202.2,1800,800,1200,8,2,4,64,0.878854361777778,21678336,23729067.768,1728000000,1.3848,0.08,1200,169.394495412844,122276,64806,35602,0,0,0.65,72372.3,0.585,0.65,0.715,0.715,0.715,-10,0,10,10,10,150
"BR0198","BonsaiGreen Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref TJZ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"3bbb0a264f46985b05693bd22a6944d3",44,4.6,381,283,188,390.2,292.2,197.2,1800,800,1200,9,2,4,72,0.936835082,20270724,22484041.968,1728000000,1.3648,0.1,1450,201.728848114169,216760,0,0,0,0,0.7,151732,0.56,0.77,0.77,0.77,0.77,-20,10,10,10,10,150
"BR0199","BonsaiGreen Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref 66Q","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"79637c70988d89fe3abe191b59c1ed0c",99,4.1,388,288,219,396.2,296.2,227.2,1800,800,1200,7,2,4,56,0.864076395259259,24471936,26662928.768,1728000000,1.3848,0.08,1200,169.394495412844,333915,0,0,122772,196494,0.65,141522.55,0.52,0.715,0.715,0.65,0.585,-20,10,10,0,-10,150
"BR0200","BonsaiGreen Bastones rectos de brocoli 11x11 mm 5 x 2,5 kg | Ref 94Q","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"ad02b3d41b4467a5a65a742951a80e72",135,4.1,386,286,171,394.2,294.2,179.2,1800,800,1200,10,2,4,80,0.96215168,18877716,20782476.288,1728000000,1.3768,0.08,1200,168.415902140673,718833,0,0,0,0,0.65,155747.15,0.52,0.715,0.715,0.715,0.715,-20,10,10,10,10,150
"BR0201","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x18 mm | Ref M8G","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"162c41fa859810e889efa37f867819bb",12,2.7,395,296,214,400,301.4,219.4,1800,800,1200,8,2,3,48,0.734746222222222,25020880,26450864,1728000000,1.4028,0.06,730,104.387767584098,104493,1453053,0,0,0,0.6,311509.2,0.6,0.48,0.66,0.66,0.66,0,-20,10,10,10,150
"BR0202","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x18 mm | Ref VXR","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"67894c5a8355ca9b7e57b96362fa45f1",84,4.1,388,288,169,396.2,296.2,177.2,1800,800,1200,10,2,4,80,0.962741054074074,18884736,20795206.768,1728000000,1.3848,0.08,1200,169.394495412844,324296,0,0,0,819764,0.65,185909.75,0.585,0.715,0.715,0.715,0.52,-10,10,10,10,-20,150
